TrialNum,MagNum,AbsTime,Duration,TrialCond,DispTime,TrialTime,Hit,TrialEnd,RatID
1,1.0,3.07,0.0,,,,0.0,0.0,0.0
1,2.0,3.93,0.0,,,,0.0,0.0,
1,1.0,5.72,0.0,,,,0.0,0.0,0.0
1,2.0,8.5,0.0,,,,0.0,0.0,0.0
1,1.0,9.78,0.0,,,,0.0,0.0,
2,2.0,16.04,0.0,3.0,15.02,1.02,1.0,0.0,
2,2.0,18.53,0.0299999999999976,3.0,15.02,3.51,-2.0,0.0,
2,1.0,21.73,0.0,3.0,15.02,6.71,1.0,1.0,0.0
3,2.0,27.44,0.0,3.0,26.83,0.610000000000003,1.0,0.0,
3,1.0,30.67,0.0,3.0,26.83,3.84,1.0,1.0,0.0
4,2.0,51.24,0.0,3.0,37.93,13.31,1.0,0.0,
4,1.0,53.26,0.0,3.0,37.93,15.33,1.0,1.0,
4,1.0,73.03,0.0100000000000051,3.0,37.93,35.1,-1.0,0.0,0.0
4,2.0,92.41,0.0,3.0,37.93,54.48,-1.0,0.0,0.0
4,2.0,98.22,0.0,3.0,37.93,60.29,-1.0,0.0,
11,,,,,116.65,,,,
12,2.0,128.99,0.0,3.0,128.18,0.810000000000002,1.0,0.0,1.0
12,1.0,137.8,0.0,3.0,128.18,9.62,1.0,1.0,0.0
12,1.0,138.41,0.0,3.0,128.18,10.23,-1.0,0.0,
12,2.0,162.22,0.0,3.0,128.18,34.04,-1.0,0.0,
16,1.0,171.91,0.0,3.0,170.02,1.88999999999999,1.0,0.0,1.0
16,1.0,172.91,0.0,3.0,170.02,2.88999999999999,-2.0,0.0,0.0
16,1.0,173.1,0.0100000000000193,3.0,170.02,3.07999999999998,-2.0,0.0,1.0
16,1.0,173.76,0.0100000000000193,3.0,170.02,3.73999999999998,-2.0,0.0,1.0
16,1.0,175.45,0.0,3.0,170.02,5.42999999999998,-2.0,0.0,
16,2.0,183.38,0.0099999999999909,3.0,170.02,13.36,1.0,1.0,
