TrialNum,LeverNum,AbsTime,TrialCond,DispTime,TrialTime,coopTS,coopSucc,Hit,TrialEnd,AnimalID,CoopTimeLimit,RatID
196,1,2478.02,0,,1.53999999999996,,0,-1,0,KL005B-KL005Y,1.25,
196,1,2478.67,0,,2.19000000000005,,0,-1,0,KL005B-KL005Y,1.25,
197,1,2491.16,0,,3.77999999999975,,0,1,0,KL005B-KL005Y,1.25,0.0
197,1,2492.33,0,,4.94999999999982,,0,-1,0,KL005B-KL005Y,1.25,0.0
197,1,2492.91,0,,5.52999999999975,,0,-1,0,KL005B-KL005Y,1.25,0.0
198,1,2500.8,0,,3.25,,0,1,0,KL005B-KL005Y,1.25,0.0
198,1,2502.69,0,,5.13999999999987,,0,-1,0,KL005B-KL005Y,1.25,0.0
199,2,2534.51,0,,25.9200000000001,,0,1,0,KL005B-KL005Y,1.25,1.0
200,2,2545.29,3,2547.4,1.98999999999978,2545.91,1,1,0,KL005B-KL005Y,1.25,1.0
200,1,2545.9,3,2547.4,2.59999999999991,2545.91,1,1,1,KL005B-KL005Y,1.25,0.0
201,2,2558.31,0,,2.19000000000005,,0,1,0,KL005B-KL005Y,1.25,1.0
202,2,2569.06,0,,1.55999999999995,,0,1,0,KL005B-KL005Y,1.25,1.0
203,2,2580.35,0,,1.29999999999973,,0,1,0,KL005B-KL005Y,1.25,1.0
204,1,2647.71,0,,56.27,,0,1,0,KL005B-KL005Y,1.25,1.0
204,1,2648.23,0,,56.79,,0,-1,0,KL005B-KL005Y,1.25,1.0
205,2,2662.38,0,,3.88000000000011,,0,1,0,KL005B-KL005Y,1.25,1.0
205,2,2663.31,0,,4.80999999999995,,0,-1,0,KL005B-KL005Y,1.25,1.0
205,2,2663.47,0,,4.9699999999998,,0,-1,0,KL005B-KL005Y,1.25,1.0
206,2,2670.53,0,,1.66000000000031,,0,1,0,KL005B-KL005Y,1.25,1.0
206,2,2671.7,0,,2.82999999999993,,0,-1,0,KL005B-KL005Y,1.25,1.0
207,2,2679.9,0,,1.68000000000029,,0,1,0,KL005B-KL005Y,1.25,1.0
207,2,2680.2,0,,1.98000000000002,,0,-1,0,KL005B-KL005Y,1.25,1.0
207,2,2680.42,0,,2.20000000000027,,0,-1,0,KL005B-KL005Y,1.25,1.0
208,2,2687.77,0,,1.17999999999984,,0,1,0,KL005B-KL005Y,1.25,1.0
208,2,2688.44,0,,1.84999999999991,,0,-1,0,KL005B-KL005Y,1.25,1.0
209,2,2698.62,0,,1.75999999999976,,0,1,0,KL005B-KL005Y,1.25,1.0
209,2,2698.84,0,,1.98000000000002,,0,-1,0,KL005B-KL005Y,1.25,1.0
210,2,2710.35,0,,1.33999999999969,,0,1,0,KL005B-KL005Y,1.25,1.0
211,2,2720.96,0,,1.42000000000007,,0,1,0,KL005B-KL005Y,1.25,1.0
211,2,2721.22,0,,1.67999999999984,,0,-1,0,KL005B-KL005Y,1.25,1.0
211,2,2722.38,0,,2.84000000000015,,0,-1,0,KL005B-KL005Y,1.25,1.0
211,2,2722.8,0,,3.26000000000022,,0,-1,0,KL005B-KL005Y,1.25,1.0
214,2,3209.91,0,,1.54999999999973,,0,1,0,KL005B-KL005Y,1.25,1.0
214,2,3210.88,0,,2.51999999999998,,0,-1,0,KL005B-KL005Y,1.25,1.0
214,2,3211.38,0,,3.01999999999998,,0,-1,0,KL005B-KL005Y,1.25,1.0
215,2,3220.6,0,,1.5,,0,1,0,KL005B-KL005Y,1.25,1.0
216,2,3235.99,0,,8.79999999999973,,0,1,0,KL005B-KL005Y,1.25,1.0
217,2,3244.8,0,,1.32000000000016,,0,1,0,KL005B-KL005Y,1.25,1.0
218,2,3253.21,0,,0.920000000000073,,0,1,0,KL005B-KL005Y,1.25,0.0
218,2,3253.87,0,,1.57999999999993,,0,-1,0,KL005B-KL005Y,1.25,1.0
218,2,3254.87,0,,2.57999999999993,,0,-1,0,KL005B-KL005Y,1.25,1.0
219,2,3265.01,0,,1.41000000000031,,0,1,0,KL005B-KL005Y,1.25,1.0
220,2,3280.64,0,,9.13999999999987,,0,1,0,KL005B-KL005Y,1.25,1.0
221,2,3290.4,0,,1.57000000000016,,0,1,0,KL005B-KL005Y,1.25,1.0
221,2,3291.57,0,,2.74000000000024,,0,-1,0,KL005B-KL005Y,1.25,
222,2,3300.69,0,,1.59999999999991,,0,1,0,KL005B-KL005Y,1.25,1.0
222,2,3302.12,0,,3.02999999999975,,0,-1,0,KL005B-KL005Y,1.25,1.0
222,2,3302.47,0,,3.37999999999965,,0,-1,0,KL005B-KL005Y,1.25,1.0
223,2,3311.64,0,,1.46000000000004,,0,1,0,KL005B-KL005Y,1.25,1.0
224,2,3320.05,0,,1.72000000000025,,0,1,0,KL005B-KL005Y,1.25,1.0
224,1,3321.78,0,,3.45000000000027,,0,1,1,KL005B-KL005Y,1.25,0.0
224,2,3321.82,0,,3.49000000000024,,0,-2,0,KL005B-KL005Y,1.25,1.0
225,2,3333.24,0,,5.79999999999973,,0,1,0,KL005B-KL005Y,1.25,1.0
225,1,3334.74,0,,7.29999999999973,,0,1,1,KL005B-KL005Y,1.25,0.0
226,1,3344.4,3,3347.28,0.769999999999982,3345.14,1,1,0,KL005B-KL005Y,1.25,0.0
226,1,3344.95,3,3347.28,1.31999999999971,3345.14,1,-1,0,KL005B-KL005Y,1.25,0.0
226,2,3345.12,3,3347.28,1.48999999999978,3345.14,1,1,1,KL005B-KL005Y,1.25,1.0
226,1,3345.62,3,3347.28,1.98999999999978,3345.14,1,-2,0,KL005B-KL005Y,1.25,0.0
