TrialNum,LeverNum,AbsTime,TrialCond,DispTime,TrialTime,coopTS,coopSucc,Hit,TrialEnd,AnimalID,CoopTimeLimit,RatID
263,2,3794.59,0,,7.03999999999996,,0,-1,0,KL007G-KL007Y,1.25,0.0
263,2,3796.28,0,,8.73000000000002,,0,-1,0,KL007G-KL007Y,1.25,0.0
264,2,3797.5,3,3799.65,0.389999999999873,3798.16,1,1,0,KL007G-KL007Y,1.25,0.0
264,2,3797.75,3,3799.65,0.639999999999873,3798.16,1,-1,0,KL007G-KL007Y,1.25,1.0
264,1,3798.15,3,3799.65,1.03999999999996,3798.16,1,1,1,KL007G-KL007Y,1.25,
264,2,3798.39,3,3799.65,1.27999999999975,3798.16,1,-2,0,KL007G-KL007Y,1.25,0.0
264,2,3798.55,3,3799.65,1.44000000000005,3798.16,1,-2,0,KL007G-KL007Y,1.25,0.0
264,2,3819.2,3,3799.65,22.0899999999997,3798.16,1,-2,0,KL007G-KL007Y,1.25,0.0
264,2,3819.93,3,3799.65,22.8199999999997,3798.16,1,-2,0,KL007G-KL007Y,1.25,
264,2,3820.07,3,3799.65,22.96,3798.16,1,-2,0,KL007G-KL007Y,1.25,
264,2,3820.22,3,3799.65,23.1099999999997,3798.16,1,-2,0,KL007G-KL007Y,1.25,
265,1,3900.05,0,,27.5900000000001,,0,1,0,KL007G-KL007Y,1.25,0.0
265,1,3900.35,0,,27.8899999999999,,0,-1,0,KL007G-KL007Y,1.25,0.0
265,1,3901.31,0,,28.8499999999999,,0,-1,0,KL007G-KL007Y,1.25,
266,1,3908.74,0,,0.899999999999636,,0,1,0,KL007G-KL007Y,1.25,
266,1,3909.2,0,,1.35999999999967,,0,-1,0,KL007G-KL007Y,1.25,
266,1,3910.29,0,,2.44999999999982,,0,-1,0,KL007G-KL007Y,1.25,
267,1,3919.71,0,,1.17999999999984,,0,1,0,KL007G-KL007Y,1.25,0.0
267,1,3920.01,0,,1.48000000000002,,0,-1,0,KL007G-KL007Y,1.25,0.0
268,1,3927.86,0,,0.960000000000036,,0,1,0,KL007G-KL007Y,1.25,0.0
268,1,3928.01,0,,1.11000000000013,,0,-1,0,KL007G-KL007Y,1.25,0.0
268,1,3928.36,0,,1.46000000000004,,0,-1,0,KL007G-KL007Y,1.25,0.0
268,1,3928.76,0,,1.86000000000013,,0,-1,0,KL007G-KL007Y,1.25,
268,1,3928.89,0,,1.98999999999978,,0,-1,0,KL007G-KL007Y,1.25,
269,1,3935.73,0,,1.17999999999984,,0,1,0,KL007G-KL007Y,1.25,0.0
269,1,3936.11,0,,1.55999999999995,,0,-1,0,KL007G-KL007Y,1.25,0.0
