left_x,left_y,right_x,right_y
456.35888671875,392.40753173828125,834.3994140625,236.4567413330078
456.414794921875,388.57781982421875,838.5357666015625,236.4883270263672
456.554443359375,388.48211669921875,840.5146484375,236.3186798095703
460.64813232421875,384.51690673828125,844.59228515625,236.6781463623047
472.58953857421875,368.47705078125,848.6201171875,244.4390869140625
462.93950543386035,372.2372413642881,846.5990600585938,246.6178436279297
464.5139508502853,367.17449813900043,848.5927124023438,254.3424072265625
466.19149108389024,361.81114653101474,850.497802734375,262.30010986328125
467.79216570256966,356.1642509621584,850.5099487304688,270.27874755859375
469.30192277670915,350.4387040633188,850.6870727539062,276.37774658203125
470.9359441292986,344.49821473218566,854.5829467773438,284.5185241699219
472.51796995158793,336.46507354879435,858.488037109375,292.52935791015625
502.2005741875746,331.0240882257436,858.6405029296875,296.57574462890625
641.1518599463602,324.71311142234526,861.8138201266859,298.5603054456949
858.6939086914062,298.64532470703125,532.3939208984375,300.5839538574219
728.6883621267115,314.13858515971657,874.1083984374309,304.19608552047504
858.641357421875,298.46649169921875,878.0230844523256,307.58210740618046
862.5115966796875,294.6470947265625,883.3899831202639,310.40911492071416
866.438720703125,294.5429382324219,888.7568817882022,313.5837759027719
870.4384155273438,292.5980224609375,893.7469105960824,316.7611484385832
872.65771484375,292.6611328125,882.6898879381961,319.8638204887583
874.3355712890625,292.48486328125,877.2084308740104,322.9672419749921
833.1892297456757,284.06658555724584,873.2323719666916,324.2853913302671
866.4918823242188,288.4969482421875,868.7478401070407,327.64007816636314
723.4019711387223,264.080580684675,864.0345203037883,329.2749737582489
858.3668212890625,280.52166748046875,858.9069111160677,326.46211652477666
643.902653877908,249.47561350418457,854.387451171875,276.3766784667969
538.5250244140625,236.5882568359375,843.2482012190146,324.6246431372749
526.611328125,232.46986389160156,832.6324763496713,324.34603059402525
514.4255981445312,224.509033203125,844.600830078125,318.7454833984375
494.68475341796875,220.53289794921875,828.5941772460938,328.3037109375
488.6094055175781,216.36038208007812,812.393310546875,318.5865173339844
484.44580078125,212.51339721679688,792.2609252929688,318.51141357421875
484.4394836425781,212.56484985351562,770.3637084960938,328.3298034667969
480.60443115234375,212.5286407470703,744.4885864257812,338.39215087890625
480.5902099609375,212.39013671875,720.2784423828125,346.3477783203125
484.44866943359375,212.44595336914062,682.361083984375,362.61016845703125
486.43341064453125,212.31869506835938,662.268798828125,378.53070068359375
490.37847900390625,206.55332946777344,644.4102172851562,392.7228698730469
490.5768127441406,212.32765197753906,620.2288818359375,412.67236328125
490.61053466796875,212.37423706054688,588.5426635742188,424.5635986328125
490.6336669921875,206.62295532226562,580.4761962890625,436.4290466308594
490.55615234375,206.5071563720703,564.365478515625,456.422607421875
488.55853271484375,204.74456787109375,552.345947265625,470.27294921875
490.505615234375,208.47190856933594,528.4263916015625,484.59771728515625
490.455078125,206.57106018066406,502.5861511230469,492.55462646484375
490.41436767578125,208.47479248046875,484.3411560058594,498.3845520019531
490.41351318359375,206.6129913330078,450.2975158691406,508.2762756347656
490.433349609375,206.6307373046875,416.5552978515625,512.6129760742188
490.43951416015625,206.59426879882812,388.27801513671875,510.6392822265625
490.45037841796875,206.60218811035156,356.5077819824219,514.52490234375
490.436279296875,206.60379028320312,330.48967109844574,510.88803569694466
490.44561767578125,206.58677673339844,304.24029541015625,512.6505126953125
490.4808349609375,206.6392364501953,272.451416015625,510.33258056640625
490.4852294921875,210.43853759765625,244.55050659179688,504.38555908203125
490.45941162109375,206.624755859375,212.51341247558594,494.50579833984375
490.411865234375,206.61395263671875,200.27955627441406,490.71759033203125
490.41259765625,206.58447265625,196.38809204101562,494.32196044921875
490.4365539550781,206.65757751464844,132.94686889657828,487.52196870355243
490.44317626953125,206.62315368652344,186.80718706260552,484.4916609319475
490.4411926269531,206.6287078857422,182.47787202315533,480.3663934012462
490.44500732421875,206.70172119140625,177.98952698430648,476.4684195228084
490.41021728515625,208.5650634765625,173.50332904016457,472.5446241495596
490.4089660644531,206.557373046875,169.03464233242397,468.631273514157
490.42913818359375,216.37509155273438,164.56158447265625,464.7060852050781
490.4063720703125,216.3584747314453,160.08435707063552,460.78781375740516
490.4273681640625,210.5723876953125,155.61005790549524,456.86753805107804
490.36553955078125,206.49822998046875,151.1353968031363,452.94717149230155
486.63525390625,208.5579376220703,146.66015980343,449.0272115572112
486.53814697265625,212.41275024414062,142.18535301840973,445.1070997720443
482.4757080078125,224.23313903808594,137.7104420475605,441.1869652612776
